id,alert_text,category,source,severity,technique
13,Unusual outbound traffic volume observed from 192.168.1.10 targeting srv-db user administrator,Data Exfiltration,Security Onion,High,T1048
13,Unusual outbound traffic volume observed from 172.16.0.15 targeting srv-db user administrator,Data Exfiltration,Security Onion,High,T1048
13,Unusual outbound traffic volume observed from 192.168.1.10 targeting srv-db user john,Data Exfiltration,Security Onion,High,T1048
14,Compressed archive transmitted externally,Data Exfiltration,Wazuh,High,T1567
14,Compressed archive transmitted externally from 10.0.0.5 targeting web01 user john,Data Exfiltration,Wazuh,High,T1567
14,Compressed archive transmitted externally from 10.10.10.20 targeting workstation-22 user administrator,Data Exfiltration,Wazuh,High,T1567
14,Compressed archive transmitted externally from 10.10.10.20 targeting workstation-22 user admin,Data Exfiltration,Wazuh,High,T1567
14,Compressed archive transmitted externally from 172.16.0.15 targeting srv-db user admin,Data Exfiltration,Wazuh,High,T1567
14,Compressed archive transmitted externally from 10.0.0.5 targeting srv-db user john,Data Exfiltration,Wazuh,High,T1567
15,Potential data theft activity detected,Data Exfiltration,Security Onion,Critical,T1048
15,Potential data theft activity detected from 172.16.0.15 targeting srv-db user svc_backup,Data Exfiltration,Security Onion,Critical,T1048
15,Potential data theft activity detected from 172.16.0.15 targeting dc01 user admin,Data Exfiltration,Security Onion,Critical,T1048
15,Potential data theft activity detected from 172.16.0.15 targeting web01 user john,Data Exfiltration,Security Onion,Critical,T1048
15,Potential data theft activity detected from 172.16.0.15 targeting web01 user svc_backup,Data Exfiltration,Security Onion,Critical,T1048
15,Potential data theft activity detected from 10.0.0.5 targeting web01 user admin,Data Exfiltration,Security Onion,Critical,T1048
16,Bulk transfer of files to remote server observed,Data Exfiltration,Wazuh,High,T1048
16,Bulk transfer of files to remote server observed from 172.16.0.15 targeting workstation-22 user administrator,Data Exfiltration,Wazuh,High,T1048
16,Bulk transfer of files to remote server observed from 192.168.1.10 targeting srv-db user admin,Data Exfiltration,Wazuh,High,T1048
16,Bulk transfer of files to remote server observed from 10.0.0.5 targeting dc01 user john,Data Exfiltration,Wazuh,High,T1048
16,Bulk transfer of files to remote server observed from 172.16.0.15 targeting dc01 user administrator,Data Exfiltration,Wazuh,High,T1048
16,Bulk transfer of files to remote server observed from 10.0.0.5 targeting workstation-22 user john,Data Exfiltration,Wazuh,High,T1048
17,Outbound connection carrying large dataset identified,Data Exfiltration,Security Onion,High,T1048
17,Outbound connection carrying large dataset identified from 192.168.1.10 targeting workstation-22 user john,Data Exfiltration,Security Onion,High,T1048
17,Outbound connection carrying large dataset identified from 10.10.10.20 targeting dc01 user admin,Data Exfiltration,Security Onion,High,T1048
17,Outbound connection carrying large dataset identified from 10.10.10.20 targeting web01 user john,Data Exfiltration,Security Onion,High,T1048
17,Outbound connection carrying large dataset identified from 192.168.1.10 targeting dc01 user john,Data Exfiltration,Security Onion,High,T1048
17,Outbound connection carrying large dataset identified from 172.16.0.15 targeting web01 user administrator,Data Exfiltration,Security Onion,High,T1048
18,Cloud storage upload activity exceeded threshold,Data Exfiltration,Wazuh,Medium,T1567
18,Cloud storage upload activity exceeded threshold from 172.16.0.15 targeting dc01 user svc_backup,Data Exfiltration,Wazuh,Medium,T1567
18,Cloud storage upload activity exceeded threshold from 10.10.10.20 targeting srv-db user administrator,Data Exfiltration,Wazuh,Medium,T1567
18,Cloud storage upload activity exceeded threshold from 10.0.0.5 targeting dc01 user administrator,Data Exfiltration,Wazuh,Medium,T1567
18,Cloud storage upload activity exceeded threshold from 10.10.10.20 targeting srv-db user svc_backup,Data Exfiltration,Wazuh,Medium,T1567
18,Cloud storage upload activity exceeded threshold from 172.16.0.15 targeting dc01 user admin,Data Exfiltration,Wazuh,Medium,T1567
19,Unauthorized transmission of sensitive information detected,Data Exfiltration,Security Onion,Critical,T1048
19,Unauthorized transmission of sensitive information detected from 10.10.10.20 targeting workstation-22 user john,Data Exfiltration,Security Onion,Critical,T1048
19,Unauthorized transmission of sensitive information detected from 10.10.10.20 targeting srv-db user john,Data Exfiltration,Security Onion,Critical,T1048
19,Unauthorized transmission of sensitive information detected from 172.16.0.15 targeting workstation-22 user administrator,Data Exfiltration,Security Onion,Critical,T1048
19,Unauthorized transmission of sensitive information detected from 10.10.10.20 targeting dc01 user admin,Data Exfiltration,Security Onion,Critical,T1048
19,Unauthorized transmission of sensitive information detected from 172.16.0.15 targeting dc01 user john,Data Exfiltration,Security Onion,Critical,T1048
20,External data synchronization activity observed,Data Exfiltration,Wazuh,Medium,T1567
20,External data synchronization activity observed from 10.0.0.5 targeting web01 user admin,Data Exfiltration,Wazuh,Medium,T1567
20,External data synchronization activity observed from 10.10.10.20 targeting srv-db user john,Data Exfiltration,Wazuh,Medium,T1567
20,External data synchronization activity observed from 10.10.10.20 targeting srv-db user admin,Data Exfiltration,Wazuh,Medium,T1567
20,External data synchronization activity observed from 192.168.1.10 targeting web01 user svc_backup,Data Exfiltration,Wazuh,Medium,T1567
20,External data synchronization activity observed from 172.16.0.15 targeting dc01 user john,Data Exfiltration,Wazuh,Medium,T1567
21,Scheduled task created for persistence,Persistence,Wazuh,High,T1053
21,Scheduled task created for persistence from 172.16.0.15 targeting srv-db user svc_backup,Persistence,Wazuh,High,T1053
21,Scheduled task created for persistence from 10.10.10.20 targeting web01 user svc_backup,Persistence,Wazuh,High,T1053
21,Scheduled task created for persistence from 192.168.1.10 targeting workstation-22 user admin,Persistence,Wazuh,High,T1053
21,Scheduled task created for persistence from 10.0.0.5 targeting srv-db user john,Persistence,Wazuh,High,T1053
21,Scheduled task created for persistence from 172.16.0.15 targeting workstation-22 user svc_backup,Persistence,Wazuh,High,T1053
22,Registry startup key modified,Persistence,Sysmon,High,T1547
22,Registry startup key modified from 172.16.0.15 targeting workstation-22 user administrator,Persistence,Sysmon,High,T1547
22,Registry startup key modified from 10.0.0.5 targeting workstation-22 user svc_backup,Persistence,Sysmon,High,T1547
22,Registry startup key modified from 10.10.10.20 targeting dc01 user admin,Persistence,Sysmon,High,T1547
22,Registry startup key modified from 172.16.0.15 targeting srv-db user john,Persistence,Sysmon,High,T1547
22,Registry startup key modified from 10.0.0.5 targeting dc01 user john,Persistence,Sysmon,High,T1547
23,New startup service installed,Persistence,Wazuh,High,T1543
23,New startup service installed from 10.0.0.5 targeting srv-db user administrator,Persistence,Wazuh,High,T1543
23,New startup service installed from 192.168.1.10 targeting web01 user svc_backup,Persistence,Wazuh,High,T1543
23,New startup service installed from 10.10.10.20 targeting workstation-22 user john,Persistence,Wazuh,High,T1543
23,New startup service installed from 172.16.0.15 targeting dc01 user admin,Persistence,Wazuh,High,T1543
23,New startup service installed from 10.10.10.20 targeting srv-db user admin,Persistence,Wazuh,High,T1543
24,Cron job created for recurring execution,Persistence,Linux Audit,Medium,T1053
24,Cron job created for recurring execution from 192.168.1.10 targeting web01 user svc_backup,Persistence,Linux Audit,Medium,T1053
24,Cron job created for recurring execution from 172.16.0.15 targeting srv-db user admin,Persistence,Linux Audit,Medium,T1053
24,Cron job created for recurring execution from 10.0.0.5 targeting workstation-22 user svc_backup,Persistence,Linux Audit,Medium,T1053
24,Cron job created for recurring execution from 172.16.0.15 targeting dc01 user john,Persistence,Linux Audit,Medium,T1053
24,Cron job created for recurring execution from 172.16.0.15 targeting dc01 user administrator,Persistence,Linux Audit,Medium,T1053
25,Persistence mechanism established through scheduled task,Persistence,Wazuh,High,T1053
25,Persistence mechanism established through scheduled task from 10.0.0.5 targeting srv-db user svc_backup,Persistence,Wazuh,High,T1053
25,Persistence mechanism established through scheduled task from 10.10.10.20 targeting dc01 user administrator,Persistence,Wazuh,High,T1053
25,Persistence mechanism established through scheduled task from 172.16.0.15 targeting srv-db user admin,Persistence,Wazuh,High,T1053
25,Persistence mechanism established through scheduled task from 10.10.10.20 targeting dc01 user admin,Persistence,Wazuh,High,T1053
25,Persistence mechanism established through scheduled task from 10.0.0.5 targeting workstation-22 user svc_backup,Persistence,Wazuh,High,T1053
26,Windows Run registry key modified,Persistence,Sysmon,High,T1547
26,Windows Run registry key modified from 10.10.10.20 targeting dc01 user administrator,Persistence,Sysmon,High,T1547
26,Windows Run registry key modified from 192.168.1.10 targeting workstation-22 user john,Persistence,Sysmon,High,T1547
26,Windows Run registry key modified from 192.168.1.10 targeting dc01 user administrator,Persistence,Sysmon,High,T1547
26,Windows Run registry key modified from 10.0.0.5 targeting web01 user john,Persistence,Sysmon,High,T1547
26,Windows Run registry key modified from 10.0.0.5 targeting srv-db user admin,Persistence,Sysmon,High,T1547
27,Unauthorized service installation detected,Persistence,Wazuh,High,T1543
27,Unauthorized service installation detected from 10.10.10.20 targeting srv-db user svc_backup,Persistence,Wazuh,High,T1543
27,Unauthorized service installation detected from 192.168.1.10 targeting srv-db user admin,Persistence,Wazuh,High,T1543
27,Unauthorized service installation detected from 10.0.0.5 targeting srv-db user administrator,Persistence,Wazuh,High,T1543
27,Unauthorized service installation detected from 10.10.10.20 targeting workstation-22 user admin,Persistence,Wazuh,High,T1543
27,Unauthorized service installation detected from 10.0.0.5 targeting dc01 user administrator,Persistence,Wazuh,High,T1543
28,Startup folder modified with executable,Persistence,Sysmon,Medium,T1547
28,Startup folder modified with executable from 10.0.0.5 targeting workstation-22 user admin,Persistence,Sysmon,Medium,T1547
28,Startup folder modified with executable from 10.0.0.5 targeting dc01 user admin,Persistence,Sysmon,Medium,T1547
28,Startup folder modified with executable from 192.168.1.10 targeting workstation-22 user admin,Persistence,Sysmon,Medium,T1547
28,Startup folder modified with executable from 10.10.10.20 targeting srv-db user admin,Persistence,Sysmon,Medium,T1547
28,Startup folder modified with executable from 192.168.1.10 targeting srv-db user john,Persistence,Sysmon,Medium,T1547
29,Backdoor configured for automatic execution,Persistence,Wazuh,Critical,T1547
29,Backdoor configured for automatic execution from 10.10.10.20 targeting web01 user svc_backup,Persistence,Wazuh,Critical,T1547
29,Backdoor configured for automatic execution from 10.0.0.5 targeting srv-db user administrator,Persistence,Wazuh,Critical,T1547
29,Backdoor configured for automatic execution from 172.16.0.15 targeting srv-db user john,Persistence,Wazuh,Critical,T1547
29,Backdoor configured for automatic execution from 10.0.0.5 targeting workstation-22 user john,Persistence,Wazuh,Critical,T1547
29,Backdoor configured for automatic execution from 10.0.0.5 targeting workstation-22 user admin,Persistence,Wazuh,Critical,T1547
30,Persistence achieved through registry modification,Persistence,Sysmon,High,T1547
30,Persistence achieved through registry modification from 172.16.0.15 targeting web01 user admin,Persistence,Sysmon,High,T1547
30,Persistence achieved through registry modification from 172.16.0.15 targeting workstation-22 user svc_backup,Persistence,Sysmon,High,T1547
30,Persistence achieved through registry modification from 192.168.1.10 targeting web01 user administrator,Persistence,Sysmon,High,T1547
30,Persistence achieved through registry modification from 172.16.0.15 targeting workstation-22 user admin,Persistence,Sysmon,High,T1547
30,Persistence achieved through registry modification from 10.10.10.20 targeting dc01 user admin,Persistence,Sysmon,High,T1547
31,PsExec execution detected on remote host,Lateral Movement,Sysmon,High,T1021
31,PsExec execution detected on remote host from 10.10.10.20 targeting dc01 user administrator,Lateral Movement,Sysmon,High,T1021
31,PsExec execution detected on remote host from 10.0.0.5 targeting srv-db user admin,Lateral Movement,Sysmon,High,T1021
31,PsExec execution detected on remote host from 10.0.0.5 targeting dc01 user admin,Lateral Movement,Sysmon,High,T1021
31,PsExec execution detected on remote host from 192.168.1.10 targeting workstation-22 user john,Lateral Movement,Sysmon,High,T1021
31,PsExec execution detected on remote host from 192.168.1.10 targeting workstation-22 user admin,Lateral Movement,Sysmon,High,T1021
32,Remote desktop session initiated between hosts,Lateral Movement,Windows Event Log,Medium,T1021
32,Remote desktop session initiated between hosts from 172.16.0.15 targeting dc01 user administrator,Lateral Movement,Windows Event Log,Medium,T1021
32,Remote desktop session initiated between hosts from 192.168.1.10 targeting web01 user administrator,Lateral Movement,Windows Event Log,Medium,T1021
32,Remote desktop session initiated between hosts from 10.0.0.5 targeting srv-db user svc_backup,Lateral Movement,Windows Event Log,Medium,T1021
32,Remote desktop session initiated between hosts from 10.0.0.5 targeting web01 user administrator,Lateral Movement,Windows Event Log,Medium,T1021
32,Remote desktop session initiated between hosts from 192.168.1.10 targeting dc01 user admin,Lateral Movement,Windows Event Log,Medium,T1021
33,SMB lateral movement activity observed,Lateral Movement,Security Onion,High,T1021
33,SMB lateral movement activity observed from 10.0.0.5 targeting web01 user svc_backup,Lateral Movement,Security Onion,High,T1021
33,SMB lateral movement activity observed from 10.10.10.20 targeting workstation-22 user admin,Lateral Movement,Security Onion,High,T1021
33,SMB lateral movement activity observed from 10.0.0.5 targeting workstation-22 user svc_backup,Lateral Movement,Security Onion,High,T1021
33,SMB lateral movement activity observed from 10.0.0.5 targeting dc01 user admin,Lateral Movement,Security Onion,High,T1021
33,SMB lateral movement activity observed from 10.10.10.20 targeting workstation-22 user john,Lateral Movement,Security Onion,High,T1021
34,Remote service creation detected,Lateral Movement,Sysmon,High,T1021
34,Remote service creation detected from 192.168.1.10 targeting srv-db user john,Lateral Movement,Sysmon,High,T1021
34,Remote service creation detected from 172.16.0.15 targeting dc01 user john,Lateral Movement,Sysmon,High,T1021
34,Remote service creation detected from 192.168.1.10 targeting web01 user admin,Lateral Movement,Sysmon,High,T1021
34,Remote service creation detected from 192.168.1.10 targeting workstation-22 user administrator,Lateral Movement,Sysmon,High,T1021
34,Remote service creation detected from 10.10.10.20 targeting web01 user svc_backup,Lateral Movement,Sysmon,High,T1021
35,Administrative share accessed remotely,Lateral Movement,Wazuh,Medium,T1021
35,Administrative share accessed remotely from 10.10.10.20 targeting web01 user john,Lateral Movement,Wazuh,Medium,T1021
35,Administrative share accessed remotely from 10.0.0.5 targeting srv-db user svc_backup,Lateral Movement,Wazuh,Medium,T1021
35,Administrative share accessed remotely from 192.168.1.10 targeting srv-db user admin,Lateral Movement,Wazuh,Medium,T1021
35,Administrative share accessed remotely from 192.168.1.10 targeting workstation-22 user john,Lateral Movement,Wazuh,Medium,T1021
35,Administrative share accessed remotely from 172.16.0.15 targeting dc01 user admin,Lateral Movement,Wazuh,Medium,T1021
36,RDP authentication from unusual host detected,Lateral Movement,Windows Event Log,High,T1021
36,RDP authentication from unusual host detected from 192.168.1.10 targeting workstation-22 user svc_backup,Lateral Movement,Windows Event Log,High,T1021
36,RDP authentication from unusual host detected from 192.168.1.10 targeting dc01 user svc_backup,Lateral Movement,Windows Event Log,High,T1021
36,RDP authentication from unusual host detected from 172.16.0.15 targeting dc01 user john,Lateral Movement,Windows Event Log,High,T1021
36,RDP authentication from unusual host detected from 172.16.0.15 targeting workstation-22 user john,Lateral Movement,Windows Event Log,High,T1021
36,RDP authentication from unusual host detected from 172.16.0.15 targeting srv-db user admin,Lateral Movement,Windows Event Log,High,T1021
37,Remote command execution observed across systems,Lateral Movement,Sysmon,Critical,T1021
37,Remote command execution observed across systems from 172.16.0.15 targeting dc01 user john,Lateral Movement,Sysmon,Critical,T1021
37,Remote command execution observed across systems from 10.10.10.20 targeting dc01 user john,Lateral Movement,Sysmon,Critical,T1021
37,Remote command execution observed across systems from 10.10.10.20 targeting web01 user admin,Lateral Movement,Sysmon,Critical,T1021
37,Remote command execution observed across systems from 10.0.0.5 targeting workstation-22 user administrator,Lateral Movement,Sysmon,Critical,T1021
37,Remote command execution observed across systems from 172.16.0.15 targeting srv-db user admin,Lateral Movement,Sysmon,Critical,T1021
38,Credential reuse detected on multiple hosts,Lateral Movement,Wazuh,High,T1078
38,Credential reuse detected on multiple hosts from 192.168.1.10 targeting web01 user svc_backup,Lateral Movement,Wazuh,High,T1078
38,Credential reuse detected on multiple hosts from 10.10.10.20 targeting srv-db user svc_backup,Lateral Movement,Wazuh,High,T1078
38,Credential reuse detected on multiple hosts from 10.0.0.5 targeting web01 user john,Lateral Movement,Wazuh,High,T1078
38,Credential reuse detected on multiple hosts from 10.0.0.5 targeting workstation-22 user admin,Lateral Movement,Wazuh,High,T1078
38,Credential reuse detected on multiple hosts from 10.10.10.20 targeting web01 user admin,Lateral Movement,Wazuh,High,T1078
39,Windows Management Instrumentation used remotely,Lateral Movement,Sysmon,High,T1047
39,Windows Management Instrumentation used remotely from 192.168.1.10 targeting srv-db user admin,Lateral Movement,Sysmon,High,T1047
39,Windows Management Instrumentation used remotely from 192.168.1.10 targeting dc01 user john,Lateral Movement,Sysmon,High,T1047
39,Windows Management Instrumentation used remotely from 10.0.0.5 targeting dc01 user svc_backup,Lateral Movement,Sysmon,High,T1047
39,Windows Management Instrumentation used remotely from 10.0.0.5 targeting srv-db user admin,Lateral Movement,Sysmon,High,T1047
39,Windows Management Instrumentation used remotely from 10.0.0.5 targeting workstation-22 user admin,Lateral Movement,Sysmon,High,T1047
40,Suspicious remote administration activity detected,Lateral Movement,Security Onion,High,T1021
40,Suspicious remote administration activity detected from 172.16.0.15 targeting web01 user john,Lateral Movement,Security Onion,High,T1021
40,Suspicious remote administration activity detected from 192.168.1.10 targeting web01 user john,Lateral Movement,Security Onion,High,T1021
40,Suspicious remote administration activity detected from 10.0.0.5 targeting workstation-22 user administrator,Lateral Movement,Security Onion,High,T1021
40,Suspicious remote administration activity detected from 10.0.0.5 targeting dc01 user john,Lateral Movement,Security Onion,High,T1021
40,Suspicious remote administration activity detected from 10.10.10.20 targeting web01 user svc_backup,Lateral Movement,Security Onion,High,T1021
41,Multiple failed SSH login attempts detected,Brute Force,Wazuh,High,
41,Multiple failed SSH login attempts detected from 10.10.10.20 targeting web01 user svc_backup,Brute Force,Wazuh,High,
41,Multiple failed SSH login attempts detected from 10.10.10.20 targeting dc01 user john,Brute Force,Wazuh,High,
41,Multiple failed SSH login attempts detected from 10.0.0.5 targeting workstation-22 user svc_backup,Brute Force,Wazuh,High,
41,Multiple failed SSH login attempts detected from 172.16.0.15 targeting srv-db user svc_backup,Brute Force,Wazuh,High,
41,Multiple failed SSH login attempts detected from 10.0.0.5 targeting srv-db user admin,Brute Force,Wazuh,High,
42,Repeated authentication failures against administrator account,Brute Force,Wazuh,High,
42,Repeated authentication failures against administrator account from 10.10.10.20 targeting workstation-22 user administrator,Brute Force,Wazuh,High,
42,Repeated authentication failures against administrator account from 10.0.0.5 targeting workstation-22 user svc_backup,Brute Force,Wazuh,High,
42,Repeated authentication failures against administrator account from 172.16.0.15 targeting dc01 user admin,Brute Force,Wazuh,High,
42,Repeated authentication failures against administrator account from 10.0.0.5 targeting web01 user svc_backup,Brute Force,Wazuh,High,
42,Repeated authentication failures against administrator account from 172.16.0.15 targeting srv-db user admin,Brute Force,Wazuh,High,
43,Password spraying activity observed across multiple user accounts,Brute Force,Wazuh,High,
43,Password spraying activity observed across multiple user accounts from 10.0.0.5 targeting web01 user svc_backup,Brute Force,Wazuh,High,
43,Password spraying activity observed across multiple user accounts from 10.0.0.5 targeting web01 user admin,Brute Force,Wazuh,High,
43,Password spraying activity observed across multiple user accounts from 192.168.1.10 targeting web01 user administrator,Brute Force,Wazuh,High,
43,Password spraying activity observed across multiple user accounts from 172.16.0.15 targeting web01 user svc_backup,Brute Force,Wazuh,High,
43,Password spraying activity observed across multiple user accounts from 10.10.10.20 targeting srv-db user administrator,Brute Force,Wazuh,High,
44,Excessive VPN login failures detected,Brute Force,Wazuh,High,
44,Excessive VPN login failures detected from 10.10.10.20 targeting srv-db user john,Brute Force,Wazuh,High,
44,Excessive VPN login failures detected from 10.0.0.5 targeting workstation-22 user admin,Brute Force,Wazuh,High,
